Sh					
Sh					
Sh	Sh	Sh			
Sh	Sh	Sh	Sh	Sh	
H					
H	Sh				
Sh					
Sh	Sh	Cx	Cx		
Sh					
H					
Sh					
Sh					
Sh					
H					
Sh	Sh				
Cx					
Sh	Sh	Sh	Sh	Sh	Sh
Sh	Sh				
Sh	Sh	Sh			
Sh	Sh	Sh			
Sh					
Sh					
Sh					
Sh	Sh	Sh	Sh		
Sh					
H	Cx	Sh			
Sh					
D					
Sh					
Sh	Sh	Sh	Sh		
Sh					
Sh	D	H			
Sh					
Sh	Sh	Sh			
Sh					
Sh					
Sh	Sh				
Sh	Sh	Sh			
Sh					
Sh					
Sh					
Sh					
